oblast,raion,hromada,level,started_at,finished_at
Donetska oblast,,,oblast,2022-04-11 04:40:33+00:00,2022-04-11 05:01:54+00:00
Kharkivska oblast,,,oblast,2022-04-11 04:43:19+00:00,2022-04-11 06:10:50+00:00
Poltavska oblast,,,oblast,2022-04-11 04:44:40+00:00,2022-04-11 06:09:09+00:00
Donetska oblast,,,oblast,2022-04-11 05:12:22+00:00,2022-04-11 05:38:17+00:00
Donetska oblast,,,oblast,2022-04-11 06:31:26+00:00,2022-04-11 06:41:19+00:00
Kharkivska oblast,,,oblast,2022-04-11 06:32:57+00:00,2022-04-11 08:04:39+00:00
Odeska oblast,Rozdilnianskyi raion,Lymanska terytorialna hromada,hromada,2022-04-11 06:51:21+00:00,2022-04-11 06:54:18+00:00
Donetska oblast,Kramatorskyi raion,Sviatohirska terytorialna hromada,hromada,2022-04-11 06:51:53+00:00,2022-04-11 06:54:11+00:00
Kharkivska oblast,Kharkivskyi raion,,raion,2022-04-11 07:32:00+00:00,2022-04-11 08:04:45+00:00
Donetska oblast,,,oblast,2022-04-11 07:34:48+00:00,2022-04-11 07:59:30+00:00
Poltavska oblast,,,oblast,2022-04-11 08:21:18+00:00,2022-04-11 09:39:10+00:00
Kharkivska oblast,,,oblast,2022-04-11 08:26:16+00:00,2022-04-11 09:40:38+00:00
Dnipropetrovska oblast,,,oblast,2022-04-11 08:42:55+00:00,2022-04-11 09:03:50+00:00
Dnipropetrovska oblast,Kryvorizkyi raion,m. Kryvyi Rih ta Kryvorizka terytorialna hromada,hromada,2022-04-11 08:45:50+00:00,2022-04-11 09:04:49+00:00
Kharkivska oblast,,,oblast,2022-04-11 10:28:03+00:00,2022-04-11 12:07:03+00:00
Donetska oblast,Pokrovskyi raion,Kurakhivska terytorialna hromada,hromada,2022-04-11 10:45:05+00:00,2022-04-11 11:38:58+00:00
Donetska oblast,Volnovaskyi raion,,raion,2022-04-11 10:45:30+00:00,2022-04-11 11:39:07+00:00
Poltavska oblast,,,oblast,2022-04-11 10:56:45+00:00,2022-04-11 12:10:00+00:00
Dnipropetrovska oblast,,,oblast,2022-04-11 10:58:51+00:00,2022-04-11 12:11:23+00:00
Dnipropetrovska oblast,Kryvorizkyi raion,m. Kryvyi Rih ta Kryvorizka terytorialna hromada,hromada,2022-04-11 10:59:56+00:00,2022-04-11 12:11:56+00:00
Donetska oblast,Pokrovskyi raion,,raion,2022-04-11 11:38:01+00:00,2022-04-11 11:39:04+00:00
Kharkivska oblast,,,oblast,2022-04-11 12:49:25+00:00,2022-04-11 12:49:59+00:00
Donetska oblast,Kramatorskyi raion,,raion,2022-04-11 14:21:40+00:00,2022-04-11 14:29:48+00:00
Donetska oblast,Bakhmutskyi raion,,raion,2022-04-11 14:25:04+00:00,2022-04-11 14:29:51+00:00
Kharkivska oblast,,,oblast,2022-04-11 16:27:36+00:00,2022-04-11 16:43:14+00:00
Mykolaivska oblast,Mykolaivskyi raion,m. Mykolaiv ta Mykolaivska terytorialna hromada,hromada,2022-04-11 19:25:19+00:00,2022-04-11 20:17:00+00:00
Kyiv City,,,oblast,2022-04-11 20:02:24+00:00,2022-04-11 21:00:59+00:00
Zhytomyrska oblast,,,oblast,2022-04-11 20:02:57+00:00,2022-04-11 21:03:27+00:00
Kyivska oblast,,,oblast,2022-04-11 20:03:41+00:00,2022-04-11 21:02:32+00:00
Chernihivska oblast,,,oblast,2022-04-11 20:05:44+00:00,2022-04-12 04:16:41+00:00
Khmelnytska oblast,,,oblast,2022-04-11 20:09:45+00:00,2022-04-11 21:02:15+00:00
Volynska oblast,,,oblast,2022-04-11 20:09:56+00:00,2022-04-11 20:42:17+00:00
Rivnenska oblast,,,oblast,2022-04-11 20:09:57+00:00,2022-04-11 20:39:57+00:00
Ivano-Frankivska oblast,,,oblast,2022-04-11 20:10:28+00:00,2022-04-11 21:04:02+00:00
Lvivska oblast,,,oblast,2022-04-11 20:12:43+00:00,2022-04-11 21:05:33+00:00
Ternopilska oblast,,,oblast,2022-04-11 20:13:04+00:00,2022-04-11 21:00:33+00:00
Poltavska oblast,,,oblast,2022-04-11 20:18:32+00:00,2022-04-11 21:02:19+00:00
Vinnytska oblast,,,oblast,2022-04-11 20:20:30+00:00,2022-04-11 20:36:15+00:00
Dnipropetrovska oblast,,,oblast,2022-04-11 22:58:03+00:00,2022-04-12 00:08:07+00:00
Poltavska oblast,,,oblast,2022-04-11 22:58:35+00:00,2022-04-12 00:09:37+00:00
Dnipropetrovska oblast,Kryvorizkyi raion,m. Kryvyi Rih ta Kryvorizka terytorialna hromada,hromada,2022-04-11 22:58:38+00:00,2022-04-12 00:08:47+00:00
Zaporizka oblast,,,oblast,2022-04-11 22:59:46+00:00,2022-04-12 00:11:04+00:00
Kyiv City,,,oblast,2022-04-11 23:36:47+00:00,2022-04-12 00:06:39+00:00
Mykolaivska oblast,,,oblast,2022-04-11 23:36:48+00:00,2022-04-12 00:30:15+00:00
Kyivska oblast,,,oblast,2022-04-11 23:38:57+00:00,2022-04-12 00:07:55+00:00
Kharkivska oblast,,,oblast,2022-04-11 23:43:08+00:00,2022-04-12 00:09:32+00:00
Donetska oblast,Pokrovskyi raion,,raion,2022-04-12 06:10:20+00:00,2022-04-12 06:19:04+00:00
Mykolaivska oblast,Mykolaivskyi raion,m. Mykolaiv ta Mykolaivska terytorialna hromada,hromada,2022-04-12 06:52:00+00:00,2022-04-12 07:29:50+00:00
Mykolaivska oblast,,,oblast,2022-04-12 06:52:20+00:00,2022-04-12 07:30:00+00:00
Odeska oblast,,,oblast,2022-04-12 06:54:00+00:00,2022-04-12 07:19:11+00:00
Odeska oblast,,,oblast,2022-04-12 07:48:01+00:00,2022-04-12 08:07:34+00:00
Kharkivska oblast,,,oblast,2022-04-12 07:56:11+00:00,2022-04-12 08:33:44+00:00
Dnipropetrovska oblast,,,oblast,2022-04-12 08:02:04+00:00,2022-04-12 08:31:51+00:00
Dnipropetrovska oblast,Kryvorizkyi raion,m. Kryvyi Rih ta Kryvorizka terytorialna hromada,hromada,2022-04-12 08:03:42+00:00,2022-04-12 08:32:04+00:00
Vinnytska oblast,,,oblast,2022-04-12 08:19:14+00:00,2022-04-12 08:40:41+00:00
Kyiv City,,,oblast,2022-04-12 08:21:07+00:00,2022-04-12 08:43:38+00:00
Zhytomyrska oblast,,,oblast,2022-04-12 08:22:12+00:00,2022-04-12 08:43:16+00:00
Khmelnytska oblast,,,oblast,2022-04-12 08:22:19+00:00,2022-04-12 08:43:16+00:00
Cherkaska oblast,,,oblast,2022-04-12 08:22:31+00:00,2022-04-12 08:43:22+00:00
Kirovohradska oblast,,,oblast,2022-04-12 08:22:59+00:00,2022-04-12 08:43:59+00:00
Kyivska oblast,,,oblast,2022-04-12 08:24:10+00:00,2022-04-12 08:44:03+00:00
Rivnenska oblast,,,oblast,2022-04-12 08:31:29+00:00,2022-04-12 08:44:38+00:00
Ivano-Frankivska oblast,,,oblast,2022-04-12 08:32:14+00:00,2022-04-12 08:49:58+00:00
Lvivska oblast,,,oblast,2022-04-12 08:32:41+00:00,2022-04-12 08:45:47+00:00
Volynska oblast,,,oblast,2022-04-12 08:33:12+00:00,2022-04-12 08:44:08+00:00
Ternopilska oblast,,,oblast,2022-04-12 08:33:26+00:00,2022-04-12 08:46:35+00:00
Zakarpatska oblast,,,oblast,2022-04-12 08:38:26+00:00,2022-04-12 08:44:23+00:00
Kharkivska oblast,,,oblast,2022-04-12 10:32:25+00:00,2022-04-12 10:55:24+00:00
Donetska oblast,Kramatorskyi raion,,raion,2022-04-12 10:36:51+00:00,2022-04-12 10:49:02+00:00
Donetska oblast,Pokrovskyi raion,Pokrovska terytorialna hromada,hromada,2022-04-12 10:42:23+00:00,2022-04-12 11:20:34+00:00
Donetska oblast,Pokrovskyi raion,Dobropilska terytorialna hromada,hromada,2022-04-12 10:44:22+00:00,2022-04-12 11:41:36+00:00
Donetska oblast,Kramatorskyi raion,,raion,2022-04-12 15:42:44+00:00,2022-04-12 15:52:20+00:00
Poltavska oblast,,,oblast,2022-04-12 17:53:18+00:00,2022-04-12 18:11:36+00:00
Cherkaska oblast,,,oblast,2022-04-12 17:54:49+00:00,2022-04-12 18:27:49+00:00
Chernihivska oblast,,,oblast,2022-04-12 17:56:46+00:00,2022-04-13 05:57:06+00:00
Kyiv City,,,oblast,2022-04-12 19:32:33+00:00,2022-04-12 20:09:59+00:00
Zhytomyrska oblast,,,oblast,2022-04-12 19:33:01+00:00,2022-04-12 20:05:24+00:00
Volynska oblast,,,oblast,2022-04-12 19:34:00+00:00,2022-04-12 20:13:15+00:00
Rivnenska oblast,,,oblast,2022-04-12 19:34:11+00:00,2022-04-12 20:10:50+00:00
Khmelnytska oblast,,,oblast,2022-04-12 19:34:35+00:00,2022-04-12 20:10:13+00:00
Kyivska oblast,,,oblast,2022-04-12 19:36:10+00:00,2022-04-12 20:08:25+00:00
Ternopilska oblast,,,oblast,2022-04-12 19:37:29+00:00,2022-04-12 20:13:42+00:00
Ivano-Frankivska oblast,,,oblast,2022-04-12 19:40:08+00:00,2022-04-12 20:19:11+00:00
Kharkivska oblast,,,oblast,2022-04-12 20:07:43+00:00,2022-04-12 20:47:03+00:00
Donetska oblast,Bakhmutskyi raion,Bakhmutska terytorialna hromada,hromada,2022-04-12 20:11:01+00:00,2022-04-12 21:09:00+00:00
Donetska oblast,Pokrovskyi raion,Dobropilska terytorialna hromada,hromada,2022-04-12 20:11:41+00:00,2022-04-12 21:09:11+00:00
Donetska oblast,Pokrovskyi raion,Pokrovska terytorialna hromada,hromada,2022-04-12 20:11:52+00:00,2022-04-12 21:09:15+00:00
Dnipropetrovska oblast,,,oblast,2022-04-12 23:18:34+00:00,2022-04-12 23:37:18+00:00
Dnipropetrovska oblast,Kryvorizkyi raion,m. Kryvyi Rih ta Kryvorizka terytorialna hromada,hromada,2022-04-12 23:19:26+00:00,2022-04-12 23:37:36+00:00
Kharkivska oblast,,,oblast,2022-04-13 01:12:07+00:00,2022-04-13 02:04:48+00:00
Dnipropetrovska oblast,,,oblast,2022-04-13 01:16:01+00:00,2022-04-13 02:02:56+00:00
Zaporizka oblast,,,oblast,2022-04-13 01:16:12+00:00,2022-04-13 02:05:10+00:00
Dnipropetrovska oblast,Kryvorizkyi raion,m. Kryvyi Rih ta Kryvorizka terytorialna hromada,hromada,2022-04-13 01:16:42+00:00,2022-04-13 02:03:16+00:00
Donetska oblast,Kramatorskyi raion,,raion,2022-04-13 01:20:00+00:00,2022-04-13 02:01:22+00:00
Poltavska oblast,,,oblast,2022-04-13 01:22:05+00:00,2022-04-13 02:02:51+00:00
Donetska oblast,Pokrovskyi raion,Pokrovska terytorialna hromada,hromada,2022-04-13 01:28:19+00:00,2022-04-13 02:06:50+00:00
Donetska oblast,Pokrovskyi raion,Dobropilska terytorialna hromada,hromada,2022-04-13 02:05:46+00:00,2022-04-13 02:17:47+00:00
Kharkivska oblast,,,oblast,2022-04-13 05:56:43+00:00,2022-04-13 06:43:12+00:00
Zaporizka oblast,,,oblast,2022-04-13 05:56:53+00:00,2022-04-13 06:43:28+00:00
Dnipropetrovska oblast,,,oblast,2022-04-13 05:57:43+00:00,2022-04-13 06:43:07+00:00
Dnipropetrovska oblast,Kryvorizkyi raion,m. Kryvyi Rih ta Kryvorizka terytorialna hromada,hromada,2022-04-13 05:57:47+00:00,2022-04-13 06:43:37+00:00
Chernihivska oblast,,,oblast,2022-04-13 06:00:21+00:00,2022-04-13 06:00:33+00:00
Chernihivska oblast,,,oblast,2022-04-13 06:00:47+00:00,2022-04-13 13:01:50+00:00
Mykolaivska oblast,Mykolaivskyi raion,m. Mykolaiv ta Mykolaivska terytorialna hromada,hromada,2022-04-13 06:13:22+00:00,2022-04-13 06:31:42+00:00
Kharkivska oblast,,,oblast,2022-04-13 08:30:51+00:00,2022-04-13 09:10:01+00:00
Dnipropetrovska oblast,,,oblast,2022-04-13 08:30:56+00:00,2022-04-13 09:08:41+00:00
Dnipropetrovska oblast,Kryvorizkyi raion,m. Kryvyi Rih ta Kryvorizka terytorialna hromada,hromada,2022-04-13 08:31:42+00:00,2022-04-13 09:09:16+00:00
Zaporizka oblast,,,oblast,2022-04-13 08:36:00+00:00,2022-04-13 09:29:25+00:00
Donetska oblast,Pokrovskyi raion,,raion,2022-04-13 11:22:04+00:00,2022-04-13 11:31:59+00:00
Zaporizka oblast,,,oblast,2022-04-13 11:37:48+00:00,2022-04-13 12:17:12+00:00
Dnipropetrovska oblast,Kryvorizkyi raion,m. Kryvyi Rih ta Kryvorizka terytorialna hromada,hromada,2022-04-13 11:39:30+00:00,2022-04-13 12:17:07+00:00
Dnipropetrovska oblast,,,oblast,2022-04-13 11:43:38+00:00,2022-04-13 12:16:33+00:00
Kharkivska oblast,,,oblast,2022-04-13 11:53:05+00:00,2022-04-13 12:12:23+00:00
Chernihivska oblast,Nizhynskyi raion,,raion,2022-04-13 11:53:11+00:00,2022-04-13 13:01:52+00:00
Sumska oblast,Konotopskyi raion,m. Konotop ta Konotopska terytorialna hromada,hromada,2022-04-13 11:55:29+00:00,2022-04-13 12:22:26+00:00
Sumska oblast,Konotopskyi raion,,raion,2022-04-13 11:56:44+00:00,2022-04-13 12:22:14+00:00
Kyiv City,,,oblast,2022-04-13 12:23:20+00:00,2022-04-13 12:35:39+00:00
Poltavska oblast,,,oblast,2022-04-13 13:46:29+00:00,2022-04-13 14:22:41+00:00
Cherkaska oblast,,,oblast,2022-04-13 13:46:46+00:00,2022-04-13 14:22:46+00:00
Kirovohradska oblast,,,oblast,2022-04-13 13:47:49+00:00,2022-04-13 14:23:10+00:00
Donetska oblast,Pokrovskyi raion,,raion,2022-04-13 13:52:41+00:00,2022-04-13 14:01:31+00:00
Kharkivska oblast,,,oblast,2022-04-13 20:19:32+00:00,2022-04-13 20:38:14+00:00
Kharkivska oblast,,,oblast,2022-04-13 21:37:44+00:00,2022-04-13 22:02:16+00:00
Dnipropetrovska oblast,,,oblast,2022-04-14 02:13:06+00:00,2022-04-14 02:46:18+00:00
Dnipropetrovska oblast,Kryvorizkyi raion,m. Kryvyi Rih ta Kryvorizka terytorialna hromada,hromada,2022-04-14 02:14:27+00:00,2022-04-14 02:46:47+00:00
Zaporizka oblast,,,oblast,2022-04-14 02:14:48+00:00,2022-04-14 02:50:47+00:00
Kharkivska oblast,,,oblast,2022-04-14 02:15:56+00:00,2022-04-14 02:46:05+00:00
Poltavska oblast,Poltavskyi raion,m. Poltava ta Poltavska terytorialna hromada,hromada,2022-04-14 02:18:13+00:00,2022-04-14 02:48:38+00:00
Donetska oblast,Kramatorskyi raion,,raion,2022-04-14 02:18:36+00:00,2022-04-14 02:48:15+00:00
Sumska oblast,,,oblast,2022-04-14 02:21:40+00:00,2022-04-14 02:49:19+00:00
Donetska oblast,Bakhmutskyi raion,,raion,2022-04-14 02:24:18+00:00,2022-04-14 02:48:12+00:00
Donetska oblast,Pokrovskyi raion,,raion,2022-04-14 02:34:07+00:00,2022-04-14 02:48:08+00:00
Kharkivska oblast,,,oblast,2022-04-14 05:30:26+00:00,2022-04-14 06:33:14+00:00
Donetska oblast,Kramatorskyi raion,,raion,2022-04-14 05:36:50+00:00,2022-04-14 06:10:12+00:00
Donetska oblast,,,oblast,2022-04-14 05:37:30+00:00,2022-04-14 06:09:34+00:00
Zaporizka oblast,,,oblast,2022-04-14 07:38:13+00:00,2022-04-14 09:50:04+00:00
Kyiv City,,,oblast,2022-04-14 07:38:19+00:00,2022-04-14 09:41:52+00:00
Kharkivska oblast,,,oblast,2022-04-14 07:38:19+00:00,2022-04-14 09:48:42+00:00
Vinnytska oblast,,,oblast,2022-04-14 07:38:36+00:00,2022-04-14 09:30:49+00:00
Dnipropetrovska oblast,,,oblast,2022-04-14 07:39:32+00:00,2022-04-14 09:46:19+00:00
Cherkaska oblast,,,oblast,2022-04-14 07:39:46+00:00,2022-04-14 09:42:49+00:00
Poltavska oblast,,,oblast,2022-04-14 07:39:46+00:00,2022-04-14 09:48:52+00:00
Dnipropetrovska oblast,Kryvorizkyi raion,m. Kryvyi Rih ta Kryvorizka terytorialna hromada,hromada,2022-04-14 07:39:57+00:00,2022-04-14 09:46:53+00:00
Zhytomyrska oblast,,,oblast,2022-04-14 07:40:02+00:00,2022-04-14 09:42:54+00:00
Kirovohradska oblast,,,oblast,2022-04-14 07:41:23+00:00,2022-04-14 09:43:30+00:00
Chernihivska oblast,,,oblast,2022-04-14 07:41:39+00:00,2022-04-14 09:44:43+00:00
Kyivska oblast,,,oblast,2022-04-14 07:42:31+00:00,2022-04-14 09:44:42+00:00
Sumska oblast,,,oblast,2022-04-14 07:43:22+00:00,2022-04-14 09:53:37+00:00
Donetska oblast,Kramatorskyi raion,,raion,2022-04-14 07:47:01+00:00,2022-04-14 09:51:16+00:00
Donetska oblast,,,oblast,2022-04-14 07:47:39+00:00,2022-04-14 09:51:22+00:00
Odeska oblast,,,oblast,2022-04-14 09:13:03+00:00,2022-04-14 09:44:11+00:00
Mykolaivska oblast,,,oblast,2022-04-14 09:16:51+00:00,2022-04-14 09:47:11+00:00
Donetska oblast,Kramatorskyi raion,,raion,2022-04-14 10:12:00+00:00,2022-04-14 11:10:19+00:00
Donetska oblast,,,oblast,2022-04-14 10:14:45+00:00,2022-04-14 11:10:14+00:00
Kyiv City,,,oblast,2022-04-14 10:50:51+00:00,2022-04-14 11:39:48+00:00
Poltavska oblast,Lubenskyi raion,m. Pyriatyn ta Pyriatynska terytorialna hromada,hromada,2022-04-14 10:52:51+00:00,2022-04-14 11:40:08+00:00
Poltavska oblast,Lubenskyi raion,m. Lubny ta Lubenska terytorialna hromada,hromada,2022-04-14 10:52:57+00:00,2022-04-14 11:40:06+00:00
Cherkaska oblast,,,oblast,2022-04-14 10:57:21+00:00,2022-04-14 11:40:08+00:00
Zhytomyrska oblast,,,oblast,2022-04-14 10:57:38+00:00,2022-04-14 11:40:14+00:00
Vinnytska oblast,,,oblast,2022-04-14 10:58:34+00:00,2022-04-14 11:11:44+00:00
Kyivska oblast,,,oblast,2022-04-14 11:00:01+00:00,2022-04-14 11:41:35+00:00
Chernihivska oblast,Chernihivskyi raion,,raion,2022-04-14 11:11:21+00:00,2022-04-14 11:48:38+00:00
Chernihivska oblast,Nizhynskyi raion,,raion,2022-04-14 11:11:30+00:00,2022-04-14 11:48:32+00:00
Kharkivska oblast,,,oblast,2022-04-14 11:33:21+00:00,2022-04-14 12:19:54+00:00
Poltavska oblast,,,oblast,2022-04-14 11:45:36+00:00,2022-04-14 12:11:50+00:00
Cherkaska oblast,,,oblast,2022-04-14 11:46:30+00:00,2022-04-14 12:12:07+00:00
Kirovohradska oblast,,,oblast,2022-04-14 11:47:15+00:00,2022-04-14 12:12:20+00:00
Chernihivska oblast,,,oblast,2022-04-14 11:54:14+00:00,2022-04-14 12:45:03+00:00
Zaporizka oblast,,,oblast,2022-04-14 14:26:57+00:00,2022-04-14 15:33:44+00:00
Kharkivska oblast,,,oblast,2022-04-14 14:28:51+00:00,2022-04-14 14:44:40+00:00
Kyiv City,,,oblast,2022-04-14 14:55:01+00:00,2022-04-14 15:18:12+00:00
Chernihivska oblast,,,oblast,2022-04-14 14:55:20+00:00,2022-04-14 15:15:13+00:00
Kyivska oblast,,,oblast,2022-04-14 14:56:25+00:00,2022-04-14 15:16:43+00:00
Kharkivska oblast,,,oblast,2022-04-14 15:27:01+00:00,2022-04-14 16:20:38+00:00
Donetska oblast,Kramatorskyi raion,Sviatohirska terytorialna hromada,hromada,2022-04-14 15:27:47+00:00,2022-04-14 16:10:31+00:00
Donetska oblast,Kramatorskyi raion,,raion,2022-04-14 15:29:24+00:00,2022-04-14 16:10:23+00:00
Donetska oblast,Pokrovskyi raion,,raion,2022-04-14 15:38:00+00:00,2022-04-14 16:22:25+00:00
Dnipropetrovska oblast,,,oblast,2022-04-14 15:49:39+00:00,2022-04-14 16:19:45+00:00
Zaporizka oblast,,,oblast,2022-04-14 15:49:40+00:00,2022-04-14 16:21:19+00:00
Dnipropetrovska oblast,Kryvorizkyi raion,m. Kryvyi Rih ta Kryvorizka terytorialna hromada,hromada,2022-04-14 15:50:17+00:00,2022-04-14 16:20:03+00:00
Kharkivska oblast,,,oblast,2022-04-14 16:48:05+00:00,2022-04-14 16:58:07+00:00
Odeska oblast,,,oblast,2022-04-14 18:31:02+00:00,2022-04-14 19:31:51+00:00
Zhytomyrska oblast,,,oblast,2022-04-14 18:49:45+00:00,2022-04-14 20:08:16+00:00
Cherkaska oblast,,,oblast,2022-04-14 18:50:15+00:00,2022-04-14 20:08:13+00:00
Kirovohradska oblast,,,oblast,2022-04-14 18:51:11+00:00,2022-04-14 19:34:22+00:00
Kyivska oblast,,,oblast,2022-04-14 18:51:41+00:00,2022-04-14 20:10:37+00:00
Lvivska oblast,,,oblast,2022-04-14 18:55:20+00:00,2022-04-14 19:54:00+00:00
Ivano-Frankivska oblast,,,oblast,2022-04-14 18:55:39+00:00,2022-04-14 20:01:51+00:00
Khmelnytska oblast,,,oblast,2022-04-14 18:57:17+00:00,2022-04-14 20:02:23+00:00
Ternopilska oblast,,,oblast,2022-04-14 18:59:40+00:00,2022-04-14 19:59:12+00:00
Volynska oblast,,,oblast,2022-04-14 19:00:14+00:00,2022-04-14 19:57:16+00:00
Rivnenska oblast,,,oblast,2022-04-14 19:00:15+00:00,2022-04-14 19:55:35+00:00
Zakarpatska oblast,,,oblast,2022-04-14 19:02:23+00:00,2022-04-14 20:03:29+00:00
Chernivetska oblast,,,oblast,2022-04-14 19:02:32+00:00,2022-04-14 20:04:40+00:00
Kyiv City,,,oblast,2022-04-14 19:03:35+00:00,2022-04-14 20:08:03+00:00
Dnipropetrovska oblast,,,oblast,2022-04-14 19:09:51+00:00,2022-04-14 20:03:33+00:00
Dnipropetrovska oblast,Kryvorizkyi raion,m. Kryvyi Rih ta Kryvorizka terytorialna hromada,hromada,2022-04-14 19:10:33+00:00,2022-04-14 20:03:39+00:00
Vinnytska oblast,,,oblast,2022-04-14 19:10:47+00:00,2022-04-14 20:03:19+00:00
Zaporizka oblast,,,oblast,2022-04-14 19:11:32+00:00,2022-04-14 20:05:07+00:00
Chernihivska oblast,,,oblast,2022-04-14 19:12:30+00:00,2022-04-14 20:12:24+00:00
Kharkivska oblast,,,oblast,2022-04-14 19:14:10+00:00,2022-04-14 20:05:11+00:00
Poltavska oblast,,,oblast,2022-04-14 19:16:50+00:00,2022-04-14 20:08:20+00:00
Mykolaivska oblast,,,oblast,2022-04-14 19:19:54+00:00,2022-04-14 19:35:24+00:00
Sumska oblast,,,oblast,2022-04-14 19:20:07+00:00,2022-04-14 20:14:51+00:00
Donetska oblast,Kramatorskyi raion,,raion,2022-04-14 19:32:28+00:00,2022-04-14 20:05:20+00:00
Donetska oblast,,,oblast,2022-04-14 19:33:16+00:00,2022-04-14 20:05:26+00:00
Odeska oblast,,,oblast,2022-04-14 21:10:34+00:00,2022-04-14 21:38:05+00:00
Dnipropetrovska oblast,,,oblast,2022-04-14 21:11:34+00:00,2022-04-14 21:42:36+00:00
Vinnytska oblast,,,oblast,2022-04-14 21:12:13+00:00,2022-04-14 22:09:59+00:00
Dnipropetrovska oblast,Kryvorizkyi raion,m. Kryvyi Rih ta Kryvorizka terytorialna hromada,hromada,2022-04-14 21:12:14+00:00,2022-04-14 21:42:02+00:00
Zhytomyrska oblast,,,oblast,2022-04-14 21:12:17+00:00,2022-04-14 21:13:42+00:00
Poltavska oblast,,,oblast,2022-04-14 21:12:22+00:00,2022-04-14 21:42:49+00:00
Volynska oblast,,,oblast,2022-04-14 21:12:37+00:00,2022-04-14 23:06:46+00:00
Khmelnytska oblast,,,oblast,2022-04-14 21:12:42+00:00,2022-04-14 23:12:24+00:00
Ivano-Frankivska oblast,,,oblast,2022-04-14 21:12:54+00:00,2022-04-14 23:08:24+00:00
Kyiv City,,,oblast,2022-04-14 21:12:55+00:00,2022-04-14 23:16:55+00:00
Cherkaska oblast,,,oblast,2022-04-14 21:13:14+00:00,2022-04-14 23:15:44+00:00
Kirovohradska oblast,,,oblast,2022-04-14 21:13:28+00:00,2022-04-14 23:16:20+00:00
Kharkivska oblast,,,oblast,2022-04-14 21:13:40+00:00,2022-04-14 21:42:22+00:00
Ternopilska oblast,,,oblast,2022-04-14 21:14:56+00:00,2022-04-14 23:08:16+00:00
Zaporizka oblast,,,oblast,2022-04-14 21:15:03+00:00,2022-04-14 21:43:54+00:00
Mykolaivska oblast,,,oblast,2022-04-14 21:15:15+00:00,2022-04-14 21:51:36+00:00
Lvivska oblast,,,oblast,2022-04-14 21:15:19+00:00,2022-04-14 23:04:31+00:00
Rivnenska oblast,,,oblast,2022-04-14 21:15:45+00:00,2022-04-14 23:04:00+00:00
Kyivska oblast,,,oblast,2022-04-14 21:15:45+00:00,2022-04-14 23:16:38+00:00
Zakarpatska oblast,,,oblast,2022-04-14 21:16:24+00:00,2022-04-14 23:16:50+00:00
Sumska oblast,,,oblast,2022-04-14 21:16:31+00:00,2022-04-14 21:45:51+00:00
Zhytomyrska oblast,,,oblast,2022-04-14 21:18:15+00:00,2022-04-14 23:15:35+00:00
Donetska oblast,,,oblast,2022-04-14 21:19:48+00:00,2022-04-14 21:44:55+00:00
Chernivetska oblast,,,oblast,2022-04-14 21:20:40+00:00,2022-04-14 23:14:57+00:00
Khersonska oblast,,,oblast,2022-04-14 21:24:45+00:00,2022-04-14 21:43:33+00:00
Chernihivska oblast,,,oblast,2022-04-14 21:24:56+00:00,2022-04-14 21:45:26+00:00
Poltavska oblast,,,oblast,2022-04-14 21:58:53+00:00,2022-04-14 22:25:06+00:00
Kharkivska oblast,,,oblast,2022-04-14 21:59:50+00:00,2022-04-14 22:24:31+00:00
Zaporizka oblast,,,oblast,2022-04-14 22:19:19+00:00,2022-04-14 23:25:18+00:00
Chernihivska oblast,,,oblast,2022-04-14 22:30:24+00:00,2022-04-14 23:17:28+00:00
Odeska oblast,,,oblast,2022-04-15 02:37:50+00:00,2022-04-15 03:07:15+00:00
Vinnytska oblast,,,oblast,2022-04-15 02:43:38+00:00,2022-04-15 03:03:20+00:00
Kyiv City,,,oblast,2022-04-15 02:44:31+00:00,2022-04-15 03:03:24+00:00
Zhytomyrska oblast,,,oblast,2022-04-15 02:45:56+00:00,2022-04-15 03:03:33+00:00
Cherkaska oblast,,,oblast,2022-04-15 02:47:04+00:00,2022-04-15 03:04:01+00:00
Kirovohradska oblast,,,oblast,2022-04-15 02:47:13+00:00,2022-04-15 03:03:31+00:00
Kyivska oblast,,,oblast,2022-04-15 02:47:40+00:00,2022-04-15 03:06:25+00:00
Donetska oblast,Pokrovskyi raion,Avdiivska terytorialna hromada,hromada,2022-04-15 04:52:35+00:00,2022-04-15 05:09:07+00:00
Donetska oblast,Bakhmutskyi raion,,raion,2022-04-15 04:57:57+00:00,2022-04-15 05:09:13+00:00
Donetska oblast,Pokrovskyi raion,Avdiivska terytorialna hromada,hromada,2022-04-15 05:21:29+00:00,2022-04-15 05:33:55+00:00
Donetska oblast,Bakhmutskyi raion,Toretska terytorialna hromada,hromada,2022-04-15 05:22:48+00:00,2022-04-15 05:34:05+00:00
Donetska oblast,Pokrovskyi raion,,raion,2022-04-15 05:23:23+00:00,2022-04-15 05:34:01+00:00
Kharkivska oblast,,,oblast,2022-04-15 05:59:47+00:00,2022-04-15 06:50:28+00:00
Donetska oblast,Kramatorskyi raion,,raion,2022-04-15 06:13:42+00:00,2022-04-15 06:41:04+00:00
Donetska oblast,Bakhmutskyi raion,,raion,2022-04-15 06:15:42+00:00,2022-04-15 06:39:56+00:00
Donetska oblast,Volnovaskyi raion,,raion,2022-04-15 06:15:57+00:00,2022-04-15 06:41:11+00:00
